Designator,Mid X,Mid Y,Rotation,Layer
J15,144.5,-102.3,0.0,bottom
J2,147.7,-101.7,90.0,top
J5,141.3,-101.7,270.0,top
J7,144.4,-106.8,0.0,top
R2,141.2,-106.8,270.0,bottom
R4,147.7,-107.0,270.0,bottom
